player_name,player_id,FPPRPOS,FPPRAVG,HPPRPOS,HPPRAVG,STRDPOS,STRDAVG,POSITION
Tre'Quan Smith,00-0034765,WR81,251,WR98,277,WR79,251,WR
Darren Sproles,00-0023564,RB72,252,RB76,278,RB74,277,RB
Cole Beasley,00-0029000,WR82,253,WR87,247,WR78,244,WR
Phillip Dorsett II,00-0032208,WR83,254,WR89,251,WR77,234,WR
Dallas Cowboys,DAL,DST20,255,,,DST21,236,DST
John Kelly,00-0034808,RB73,256,RB67,252,RB65,246,RB
Jonathan Stewart,00-0026153,RB74,257,RB78,283,RB75,285,RB
Lamar Jackson,00-0034796,QB31,258,QB29,238,QB33,259,QB
Dallas Goedert,00-0034351,TE28,259,TE31,258,TE28,254,TE
Terrelle Pryor,00-0028825,WR84,260,WR85,241,WR88,247,WR
Green Bay Packers,GB,DST21,261,,,DST20,232,DST
Sam Darnold,00-0034869,QB32,262,QB33,285,QB30,248,QB
Ka'imi Fairbairn,00-0032726,K20,263,K18,249,K24,255,K
Cordarrelle Patterson,00-0030578,RB75,264,RB74,274,RB77,296,RB
Brandon Marshall,00-0024334,WR85,265,WR95,267,WR81,264,WR
Cleveland Browns,CLE,DST22,266,DST12,208,DST19,231,DST
Brandon McManus,00-0029822,K16,267,K15,256,K17,242,K
Mark Andrews,00-0034753,TE41,268,TE39,292,TE40,334,TE
Sam Bradford,00-0027854,QB33,269,QB31,250,QB29,239,QB
Adam Shaheen,00-0033896,TE42,270,TE41,299,TE43,305,TE
Josh Lambo,00-0032087,K17,271,K17,240,K18,243,K
Rod Smith,00-0031900,RB76,272,RB75,276,RB73,265,RB
Rico Gathers,00-0033054,TE44,273,TE43,306,TE42,354,TE
Dante Pettis,00-0034860,WR86,274,WR99,284,WR91,269,WR
Jermaine Kearse,00-0029159,WR87,275,WR86,243,WR87,307,WR
Dan Bailey,00-0028660,K18,276,K13,295,K14,237,K
Jake Butt,00-0033564,TE29,277,TE28,236,TE29,263,TE
Jaylen Samuels,00-0034331,RB81,278,RB73,254,RB80,291,RB
Willie Snead,00-0030663,WR102,279,WR88,248,WR96,317,WR
Tavon Austin,00-0030525,WR89,280,WR83,237,WR93,276,WR
Nick Foles,00-0029567,QB34,281,QB36,310,QB35,284,QB
Chris Warren,00-0034315,RB83,282,,,RB91,293,RB
Vernon Davis,00-0024221,TE30,283,TE33,265,TE30,271,TE
Curtis Samuel,00-0033282,WR113,284,WR106,304,WR111,363,WR
Corey Coleman,00-0032966,WR90,285,WR90,253,WR95,282,WR
Kai Forbath,00-0028787,K23,286,K20,282,K26,268,K
Travis Benjamin,00-0029269,WR91,287,WR93,261,WR86,298,WR
Albert Wilson,00-0030669,WR92,288,WR91,255,WR89,257,WR
Buffalo Bills,BUF,DST23,289,,,DST23,287,DST
Malcolm Brown,00-0031806,RB84,290,RB80,297,RB79,256,RB
Cincinnati Bengals,CIN,DST24,291,,,DST24,289,DST
Elijah McGuire,00-0033295,RB85,292,RB77,279,RB83,322,RB
Ameer Abdullah,00-0032104,RB77,293,RB82,300,RB78,297,RB
Antonio Callaway,00-0034772,WR95,294,WR110,321,WR90,325,WR
Blake Jarwin,00-0033658,TE46,295,TE35,272,TE37,301,TE
Josh Rosen,00-0034343,QB35,296,QB37,313,QB36,303,QB
Ryan Griffin,00-0029857,TE32,297,TE32,263,TE34,286,TE
Zay Jones,00-0033891,WR104,298,WR94,266,WR92,274,WR
New York Giants,NYG,DST25,299,,,DST25,295,DST
Geoff Swaim,00-0032141,TE37,300,TE44,312,TE41,353,TE
Jesse James,00-0032135,TE38,301,TE30,257,TE31,280,TE
Taylor Gabriel,00-0031228,WR105,302,WR107,314,WR113,371,WR
CJ Prosise,00-0032393,RB78,303,RB83,302,RB81,292,RB
Stephen Hauschka,00-0025944,K19,304,K21,288,K19,267,K
Josh Allen,00-0034857,QB36,305,QB34,289,QB34,275,QB
Jonathan Williams,00-0032975,RB86,306,RB62,168,RB93,304,RB
Cameron Artis-Payne,00-0031599,RB92,307,RB85,307,RB94,309,RB
John Conner,John Conner,RB93,308,,,RB95,311,RB
Travaris Cadet,00-0029205,RB94,309,RB84,305,,,RB
Ryan Grant,00-0031068,WR93,310,WR128,373,WR85,283,WR
Wayne Gallman,00-0033950,RB79,311,RB86,309,RB76,288,RB
Chester Rogers,00-0032355,WR116,312,WR104,294,WR104,260,WR
Keke Coutee,00-0034366,WR117,313,WR101,290,WR103,340,WR
Nick Vannett,00-0032394,TE33,314,TE45,316,TE32,306,TE
J'Mon Moore,00-0034268,WR106,315,WR109,318,WR98,324,WR
DJ Chark,00-0034777,WR97,316,WR102,291,WR99,328,WR
Mike Gillislee,00-0030433,RB80,317,RB89,325,RB84,323,RB
Shane Vereen,00-0027994,RB95,318,,,RB109,381,RB
Ed Dickson,00-0027675,TE34,319,TE36,273,TE57,400,TE
Garrett Celek,00-0028903,TE47,320,TE34,271,TE36,195,TE
Dustin Hopkins,00-0030098,K21,321,K22,317,K20,299,K
Kevin White,00-0031545,WR100,322,WR103,293,WR94,278,WR
Laquon Treadwell,00-0032951,WR101,323,WR115,329,WR100,329,WR
Phil Dawson,00-0004091,K22,324,K23,343,K21,302,K
Brice Butler,00-0030516,WR118,325,WR113,324,WR112,367,WR
Jake Kumerow,00-0031787,WR108,326,WR108,315,WR120,364,WR
Matt Barkley,00-0030533,QB37,327,QB38,319,,,QB
Corey Grant,00-0031731,RB82,328,RB81,298,RB82,314,RB
Washington Commanders,WAS,DST26,329,,,DST28,327,DST
Torrey Smith,00-0027996,WR109,330,WR117,336,WR105,342,WR
Luke Willson,00-0030089,TE36,331,TE29,245,TE33,279,TE
San Francisco 49ers,SF,DST27,332,,,DST27,315,DST
JJ Nelson,00-0032112,WR110,333,WR111,322,WR108,357,WR
Jeremy Maclin,Jeremy Maclin,WR119,334,WR116,335,WR114,372,WR
Stephen Anderson,00-0032725,TE40,335,TE40,296,TE56,399,TE
Charles Sims,00-0031390,RB98,336,RB87,311,RB90,290,RB
Tampa Bay Buccaneers,TB,DST28,337,,,DST29,330,DST
Tyler Kroft,00-0032214,TE43,338,TE48,333,TE48,380,TE
Cairo Santos,00-0031203,K26,339,K27,381,K29,261,K
Sebastian Janikowski,00-0019646,K24,340,K24,368,K22,308,K
Virgil Green,00-0028142,TE39,341,TE37,280,TE38,312,TE
New York Jets,NYJ,DST29,342,,,DST31,326,DST
Caleb Sturgis,00-0030390,K25,343,K25,369,K25,318,K
Jonnu Smith,00-0033858,TE48,344,TE46,327,TE47,335,TE
Jacoby Brissett,00-0033119,QB38,345,QB39,326,QB45,401,QB
Hunter Henry,00-0033090,TE31,346,TE76,471,TE35,294,TE
Josh McCown,00-0021206,QB39,347,QB40,331,QB38,319,QB
Gerald Everett,00-0033895,TE45,348,TE42,301,TE44,362,TE
AJ McCarron,00-0031288,QB40,349,QB42,347,QB39,320,QB
Miami Dolphins,MIA,DST30,350,,,DST30,316,DST
Adam Humphries,00-0032009,WR114,351,WR122,358,WR101,360,WR
Joe Williams,00-0033286,RB89,352,RB88,320,RB85,337,RB
Jalen Richard,00-0033025,RB90,353,RB101,356,RB87,346,RB
Kenny Britt,00-0027006,WR120,354,WR114,328,,,WR
Trent Taylor,00-0033292,WR115,355,WR112,323,WR106,343,WR
Jacquizz Rodgers,00-0028083,RB102,356,RB92,338,RB100,377,RB
Ryan Fitzpatrick,00-0023682,QB41,357,QB35,308,QB37,272,QB
Dwayne Allen,00-0029689,TE49,358,TE47,332,,,TE
Christine Michael,00-0030432,RB96,359,RB97,345,RB86,338,RB
Stevan Ridley,00-0028011,RB97,360,RB90,330,RB98,331,RB
Robert Turbin,00-0029273,RB103,361,RB91,334,RB113,386,RB
Jaron Brown,00-0030300,WR111,362,WR105,303,WR97,321,WR
Brandon LaFell,00-0027681,WR121,363,WR120,354,WR117,350,WR
Alfred Blue,00-0031075,RB87,364,RB105,382,RB92,356,RB
Brian Hoyer,00-0026625,QB42,365,QB41,337,,,QB
