season,week,pa_team,ya,int,sk,sfty,pbk,pa,pa_tds,fr,d_td,blkk,YA100,YA199,YA299,YA349,YA399,YA449,YA499,YA549,YA550,PA0,PA1,PA7,PA14,PA18,PA28,PA35,PA46,fpts
2021,1,ARI,248.0,1.0,6.0,0.0,0.0,13.0,2.0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.0
2021,1,ATL,436.0,0.0,1.0,0.0,0.0,32.0,4.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-3.0
2021,1,BAL,491.0,1.0,3.0,0.0,0.0,33.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1.0
2021,1,BUF,252.0,0.0,2.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
2021,1,CAR,254.0,1.0,6.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.0
2021,1,CHI,386.0,0.0,1.0,0.0,0.0,34.0,4.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.0
2021,1,CIN,403.0,0.0,3.0,0.0,0.0,24.0,3.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0
2021,1,CLE,397.0,0.0,2.0,0.0,0.0,33.0,4.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0
2021,1,DAL,431.0,2.0,0.0,0.0,0.0,31.0,4.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0
2021,1,DEN,314.0,0.0,2.0,0.0,0.0,13.0,2.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0
2021,1,DET,442.0,0.0,1.0,0.0,0.0,35.0,4.0,2.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.0
2021,1,GB,322.0,0.0,0.0,0.0,0.0,38.0,5.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.0
2021,1,HOU,395.0,3.0,1.0,0.0,0.0,21.0,3.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.0
2021,1,IND,381.0,0.0,3.0,0.0,0.0,28.0,4.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
2021,1,JAX,449.0,0.0,1.0,0.0,0.0,37.0,4.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-5.0
2021,1,KC,459.0,1.0,2.0,0.0,0.0,29.0,4.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
2021,1,LA,322.0,1.0,3.0,0.0,0.0,14.0,2.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0
2021,1,LAC,259.0,0.0,1.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0
