player_id,player_full_name,player_name,position,FPPRPOS,FPPRAVG,HPPRPOS,HPPRAVG,STRDPOS,STRDAVG
00-0030085,Kenny Stills,K.Stills,WR,WR45,115.8,WR45,115,WR45,119.6
00-0031062,James White,J.White,RB,RB40,116,RB47,130,RB44,124.8
00-0033293,Aaron Jones1,A.Jones1,RB,RB41,116.8,RB37,98.5,RB41,115.4
00-0033873,Patrick Mahomes,P.Mahomes,QB,QB15,120.8,QB15,118,QB16,114.6
00-0033106,Jared Goff,J.Goff,QB,QB16,121,QB16,118.5,QB15,111.6
00-0031547,DeVante Parker,D.Parker,WR,WR46,125.2,WR48,122.5,WR47,129.4
00-0030821,Allen Hurns,A.Hurns,WR,WR47,125.2,WR46,120,WR48,131.4
00-0025394,Adrian Peterson,A.Peterson,RB,RB42,125.4,RB42,122.5,RB39,103.6
00-0034791,Nick Chubb,N.Chubb,RB,RB43,127.4,RB38,104,RB42,118.8
00-0029854,C.J. Anderson,C.Anderson,RB,RB44,130.2,RB41,112,RB43,119.4
88-8888888,Baltimore Ravens,B.Ravens,DS,DST5,132.8,DST7,138,DST6,132.8
88-8888888,Los Angeles Chargers,L.Angeles Chargers,DS,DST6,132.8,DST5,127,DST5,126.3
00-0029621,Greg Zuerlein,G.Zuerlein,K,K1,134.2,K1,133.5,K2,135.2
00-0023436,Alex Smith,A.Smith,QB,QB17,134.4,QB18,138.5,QB17,135.6
00-0033308,Matt Breida,M.Breida,RB,RB45,134.8,RB51,152,RB47,135
00-0034837,Calvin Ridley,C.Ridley,WR,WR48,135.6,WR47,122,WR46,126.6
00-0024333,Stephen Gostkowski,S.Gostkowski,K,K2,136.2,K2,139,K1,131
00-0033681,Keelan Cole,K.Cole,WR,WR49,136.4,WR54,154.5,WR51,137.4
00-0033288,George Kittle,G.Kittle,TE,TE13,136.8,TE13,130.5,TE13,136
00-0032200,Ty Montgomery,T.Montgomery,RB,RB46,137.2,RB44,124.5,RB50,139.2
00-0032268,Marcus Mariota,M.Mariota,QB,QB18,137.4,QB17,135,QB20,141.4
00-0030549,Tyler Eifert,T.Eifert,TE,TE14,137.4,TE14,146,TE14,140
88-8888888,Houston Texans,H.Texans,DS,DST7,138.3,DST6,137,DST7,138
00-0031280,Derek Carr,D.Carr,QB,QB19,138.4,QB19,143,QB18,140.4
00-0034827,DJ Moore1,D.Moore1,WR,WR50,139,WR49,122.5,WR50,135.6
00-0032972,Devontae Booker,D.Booker,RB,RB56,141,RB48,138,RB46,134.8
00-0030456,Giovani Bernard,G.Bernard,RB,RB47,141.4,RB50,147,RB53,149.6
00-0033077,Dak Prescott,D.Prescott,QB,QB20,141.8,QB20,151.5,QB19,140.8
00-0029597,Justin Tucker,J.Tucker,K,K3,142.2,K3,148.5,K3,142
00-0028064,Bilal Powell1,B.Powell1,RB,RB48,142.4,RB49,141,RB51,142.8
00-0030513,Latavius Murray,L.Murray,RB,RB49,142.6,RB43,123,RB48,137
00-0034764,Michael Gallup,M.Gallup,WR,WR51,144.2,WR52,146,WR52,145
00-0033932,Kenny Golladay,K.Golladay,WR,WR52,144.6,WR50,134,WR53,145.8
00-0033725,Corey Clement,C.Clement,RB,RB50,144.8,RB45,125.5,RB49,138.6
00-0029141,Alfred Morris,A.Morris,RB,RB51,145,RB56,169.5,RB45,132.6
00-0032780,J. Howard,J.Howard,TE,TE15,147.8,TE15,154,TE15,157
00-0032760,Josh Doctson,J.Doctson,WR,WR53,148.2,WR58,160.5,WR54,156
00-0032211,Tyler Lockett,T.Lockett,WR,WR54,150,WR53,148,WR55,158.4
00-0032543,Alex Erickson,A.Erickson,WR,WR94,151,WR69,154,,
88-8888888,Denver Broncos,D.Broncos,DS,DST8,151.5,DST8,148,DST8,145.3
00-0031912,Cameron Meredith,C.Meredith,WR,WR55,153,WR51,137.5,WR64,147.5
00-0030107,Theo Riddick,T.Riddick,RB,RB52,154.4,RB58,143,RB61,167.8
99-9999999,Marqise Lee,M.Lee,WR,WR70,156,WR62,113,WR75,164.7
00-0029632,Mohamed Sanu,M.Sanu,WR,WR63,158,WR59,160.5,WR56,163.4
00-0033562,Ryan Switzer,R.Switzer,WR,WR96,160,WR72,159,,
00-0031418,Austin Seferian-Jenkins,A.Seferian-Jenkins,TE,TE16,161.3,TE17,172.5,TE18,171
99-9999999,Dez Bryant,D.Bryant,WR,WR64,161.5,WR61,112,WR72,157
00-0027325,LeGarrette Blount,L.Blount,RB,RB53,162,RB46,128,RB52,144.2
00-0029580,Rishard Matthews,R.Matthews,WR,WR65,163.3,WR60,163,WR60,178.2
88-8888888,New Orleans Saints,N.Orleans Saints,DS,DST9,164.3,DST9,152,DST9,166
00-0033925,D'Onta Foreman,D.Foreman,RB,RB58,164.3,RB52,153,RB58,179.6
00-0031503,Jameis Winston,J.Winston,QB,QB22,164.5,QB21,165.5,QB21,166.6
00-0034400,Jordan Wilkins,J.Wilkins,RB,RB54,165.8,RB55,169,RB54,162.4
00-0034353,Anthony Miller,A.Miller,WR,WR56,166,WR55,157.5,WR59,173
00-0033921,Chris Godwin,C.Godwin,WR,WR57,166.6,WR63,170,WR58,172.8
00-0026189,DeSean Jackson1,D.Jackson1,WR,WR66,168.3,WR66,139,WR66,171
00-0033839,Dede Westbrook,D.Westbrook,WR,WR67,168.5,WR64,170,WR61,179.6
00-0033553,James Conner,J.Conner,RB,RB55,169.2,RB63,189.5,RB55,167.6
88-8888888,Chicago Bears,C.Bears,DS,DST10,169.8,DST10,173,DST11,175
00-0027061,Jared Cook,J.Cook,TE,TE17,171,TE22,172,TE20,173.8
00-0031257,Paul Richardson,P.Richardson,WR,WR68,171.3,WR74,163,WR69,188.8
88-8888888,New England Patriots,N.England Patriots,DS,DST11,171.8,DST13,192,DST13,181.8
00-0031051,John Brown1,J.Brown1,WR,WR59,173.2,WR65,180.5,WR57,169
