player_id,player_full_name,POSITION,player_name,FPPRPOS,FPPRAVG,HPPRPOS,HPPRAVG,STRDPOS,STRDAVG
00-0032780,Jordan Howard,RB,J.Howard,RB35,91.3,RB32,86,RB32,82.7
00-0034857,Josh Allen,QB,J.Allen,QB10,93.8,QB9,81,QB11,82.3
00-0023459,Aaron Rodgers,QB,A.Rodgers,QB11,97.5,QB10,90,QB9,80.7
00-0033951,Marlon Mack,RB,M.Mack,RB36,99.3,RB35,95.7,RB33,84.7
00-0034349,Kerryon Johnson1,RB,K.Johnson1,RB37,99.8,RB38,105.7,RB34,86.7
00-0035216,Diontae Johnson2,WR,D.Johnson2,WR38,100.5,WR38,106,WR43,113.7
00-0033308,Matt Breida,RB,M.Breida,RB38,100.5,RB36,95.7,RB38,108
00-0036328,Antonio Gibson,RB,A.Gibson,RB39,101,RB44,127.3,RB44,130.7
00-0034775,Christian Kirk,WR,C.Kirk,WR39,102.5,WR44,119.7,WR41,109.7
00-0036251,Zack Moss,RB,Z.Moss,RB40,103.5,RB39,106.3,RB41,109.3
