player_name,player_id,FPPRPOS,FPPRAVG,HPPRPOS,HPPRAVG,STRDPOS,STRDAVG,POSITION
Kyler Murray,00-0035228,QB5,52,QB5,55,QB5,53,QB
Jalen Hurts,00-0036389,QB6,53,QB7,59,QB6,55,QB
Brandin Cooks,00-0031236,WR20,54,WR23,61,WR23,62,WR
Dalton Schultz,00-0034383,TE6,55,TE6,57,TE6,61,TE
Courtland Sutton,00-0034348,WR21,56,WR17,45,WR15,42,WR
Joe Burrow,00-0036442,QB7,57,QB6,56,QB7,56,QB
Marquise Brown,00-0035662,WR22,58,WR27,67,WR24,63,WR
Chris Godwin,00-0033921,WR23,59,WR32,78,WR26,65,WR
Allen Robinson II,00-0031428,WR24,60,WR20,51,WR21,57,WR
Amon-Ra St Brown,00-0036963,WR25,61,WR25,63,WR22,59,WR
Clyde Edwards-Helaire,00-0036360,RB24,62,RB26,64,RB27,66,RB
Antonio Gibson,00-0036328,RB25,63,RB25,60,RB25,58,RB
TJ Hockenson,00-0035229,TE7,64,TE7,66,TE7,74,TE
Jerry Jeudy,00-0036407,WR26,65,WR22,58,WR27,67,WR
Gabe Davis,00-0036196,WR27,66,WR26,65,WR25,64,WR
AJ Dillon,00-0036265,RB26,67,RB23,53,RB24,51,RB
Amari Cooper,00-0031544,WR28,68,WR30,75,WR32,73,WR
Dallas Goedert,00-0034351,TE8,69,TE8,68,TE8,81,TE
Tom Brady,00-0019596,QB8,70,QB8,69,QB8,75,QB
Adam Thielen,00-0030035,WR29,71,WR29,74,WR30,70,WR
Darnell Mooney,00-0036309,WR30,72,WR33,80,WR28,68,WR
JuJu Smith-Schuster,00-0033857,WR31,73,WR24,62,WR31,72,WR
Russell Wilson,00-0029263,QB9,74,QB9,71,QB9,76,QB
Michael Thomas,00-0028908,WR32,75,WR28,70,WR29,69,WR
Aaron Rodgers,00-0023459,QB10,76,QB11,92,QB11,89,QB
Dak Prescott,00-0033077,QB11,77,QB10,87,QB10,88,QB
Devin Singletary,00-0035250,RB27,78,RB31,83,RB30,78,RB
Hunter Renfrow,00-0034983,WR33,79,WR34,88,WR38,93,WR
DeAndre Hopkins,00-0030564,WR34,80,WR36,93,WR34,87,WR
Dameon Pierce,00-0037258,RB28,81,RB29,77,RB26,60,RB
Damien Harris,00-0035657,RB29,82,RB28,73,RB32,80,RB
Miles Sanders,00-0035243,RB30,83,RB30,81,RB33,83,RB
Kareem Hunt,00-0033923,RB31,84,RB33,85,RB35,85,RB
Cordarrelle Patterson,00-0030578,RB32,85,RB35,89,RB34,84,RB
Tony Pollard,00-0035261,RB33,86,RB34,86,RB31,79,RB
Chase Edmonds,00-0034681,RB34,87,RB27,72,RB28,71,RB
Rashaad Penny,00-0034750,RB35,88,RB32,84,RB29,77,RB
Rashod Bateman,00-0036550,WR35,89,WR31,76,WR33,82,WR
Zach Ertz,00-0030061,TE9,90,TE10,95,TE10,101,TE
Dawson Knox,00-0035689,TE10,91,TE9,79,TE9,95,TE
Elijah Moore,00-0036980,WR36,92,WR35,91,WR37,92,WR
DeVonta Smith,00-0036912,WR37,93,WR38,96,WR36,91,WR
Buffalo Bills,88-8888888,DST1,94,DST1,82,DST1,118,DST
Matthew Stafford,00-0026498,QB12,95,QB13,102,QB12,102,QB
Tyler Lockett,00-0032211,WR38,96,WR42,110,WR44,108,WR
Brandon Aiyuk,00-0036261,WR39,97,WR37,94,WR39,96,WR
Drake London,00-0037238,WR40,98,WR41,106,WR40,97,WR
Rhamondre Stevenson,00-0036875,RB36,99,RB36,90,RB36,86,RB
Christian Kirk,00-0034775,WR41,100,WR40,104,WR41,98,WR
Trey Lance,00-0037012,QB13,101,QB12,97,QB13,104,QB
Robert Woods,00-0030431,WR42,102,WR43,111,WR42,103,WR
Allen Lazard,00-0034521,WR43,103,WR39,98,WR35,90,WR
Justin Tucker,00-0029597,K1,104,K1,105,K1,120,K
Melvin Gordon,00-0032144,RB37,105,RB37,100,RB38,99,RB
Pat Freiermuth,00-0036894,TE11,106,TE11,112,TE11,109,TE
Chris Olave,00-0037239,WR44,107,WR44,113,WR43,105,WR
Tampa Bay Buccaneers,88-8888888,DST2,108,DST2,99,DST2,123,DST
Derek Carr,00-0031280,QB14,109,QB14,115,QB14,107,QB
Kenneth Walker,00-0038134,RB38,110,RB38,103,RB37,94,RB
Chase Claypool,00-0036326,WR45,111,WR47,127,WR47,115,WR
James Robinson,00-0035831,RB39,112,RB42,122,RB40,106,RB
Michael Carter,00-0036501,RB40,113,RB41,117,RB42,113,RB
San Francisco 49ers,88-8888888,DST3,114,DST3,101,DST3,129,DST
Kadarius Toney,00-0036913,WR46,115,WR46,120,WR48,119,WR
James Cook,00-0037248,RB41,116,RB39,109,RB39,100,RB
Cole Kmet,00-0036290,TE12,117,TE12,114,TE12,114,TE
Indianapolis Colts,88-8888888,DST4,118,DST5,118,DST4,140,DST
Kirk Cousins,00-0029604,QB15,119,QB15,123,QB15,116,QB
George Pickens,00-0037247,WR47,120,WR45,119,WR46,112,WR
Los Angeles Rams,88-8888888,DST5,121,DST4,107,DST5,144,DST
Harrison Butker,00-0033303,K2,122,K4,124,K6,156,K
Evan McPherson,00-0036854,K3,123,K2,108,K2,130,K
Mike Gesicki,00-0034829,TE13,124,TE13,126,TE14,137,TE
Hunter Henry,00-0033090,TE14,125,TE15,146,TE13,126,TE
Treylon Burks,00-0037742,WR48,126,WR50,145,WR45,110,WR
Daniel Carlson,00-0034161,K4,127,K3,121,K3,141,K
Darrell Henderson,00-0035664,RB42,128,RB40,116,RB41,111,RB
Tyler Bass,00-0036162,K5,129,K5,125,K5,149,K
Alexander Mattison,00-0034972,RB43,130,RB43,128,RB43,117,RB
New Orleans Saints,88-8888888,DST6,131,DST8,135,DST6,157,DST
Matt Gay,00-0035269,K6,132,K6,129,K4,148,K
Tyler Boyd,00-0033009,WR49,133,WR54,153,WR52,133,WR
Garrett Wilson,00-0037740,WR50,134,WR49,141,WR53,134,WR
Dallas Cowboys,88-8888888,DST7,135,DST9,139,DST8,174,DST
Michael Gallup,00-0034764,WR51,136,WR60,173,WR50,124,WR
Tua Tagovailoa,00-0036212,QB16,137,QB16,157,QB16,127,QB
Nyheim Hines,00-0034367,RB44,138,RB44,130,RB44,122,RB
Green Bay Packers,88-8888888,DST8,139,DST7,134,DST13,198,DST
Skyy Moore,00-0038090,WR52,140,WR53,150,WR49,121,WR
Julio Jones,00-0027944,WR53,141,WR48,131,WR51,128,WR
Raheem Mostert,00-0031687,RB45,142,RB47,151,RB49,136,RB
Russell Gage,00-0034411,WR54,143,WR56,156,WR59,162,WR
Kenneth Gainwell,00-0036919,RB46,144,RB50,162,RB45,125,RB
DJ Chark,00-0034777,WR55,145,WR68,191,WR56,147,WR
Justin Fields,00-0036945,QB17,146,QB17,166,QB17,142,QB
Los Angeles Chargers,88-8888888,DST9,147,DST13,154,DST9,181,DST
Marquez Valdes-Scantling,00-0034272,WR56,148,WR51,148,WR54,139,WR
Matt Prater,00-0023853,K7,149,K9,196,K7,172,K
Brian Robinson,00-0037746,RB47,150,RB45,133,RB48,135,RB
Trevor Lawrence,00-0036971,QB18,151,QB19,175,QB19,150,QB
Tyler Higbee,00-0033110,TE15,152,TE17,177,TE19,179,TE
Jarvis Landry,00-0031382,WR57,153,WR52,149,WR55,143,WR
Baltimore Ravens,88-8888888,DST10,154,DST10,168,DST11,192,DST
DeVante Parker,00-0031547,WR58,155,WR55,155,WR60,163,WR
David Njoku,00-0033885,TE16,156,TE16,152,TE17,159,TE
Jakobi Meyers,00-0034960,WR59,157,WR70,205,WR61,165,WR
Noah Fant,00-0035644,TE17,158,TE25,224,TE20,182,TE
JD McKissic,00-0032602,RB48,159,RB58,199,RB53,160,RB
New England Patriots,88-8888888,DST11,160,DST14,214,DST12,193,DST
Jameis Winston,00-0031503,QB19,161,QB23,197,QB18,146,QB
Younghoe Koo,00-0033702,K8,162,K7,172,K9,202,K
Jeff Wilson,00-0034115,RB67,163,RB66,222,RB57,184,RB
Mecole Hardman,00-0035140,WR60,164,WR57,159,WR64,173,WR
Denver Broncos,88-8888888,DST12,165,DST6,132,DST7,170,DST
Miami Dolphins,88-8888888,DST13,166,DST21,249,DST16,222,DST
Albert Okwuegbunam,00-0036423,TE18,167,TE14,140,TE16,158,TE
Jamaal Williams,00-0033948,RB49,168,RB57,180,RB51,145,RB
Mason Crosby,00-0025580,K17,169,,,,,K
Nick Folk,00-0025565,K9,170,K10,195,K14,226,K
Matt Ryan,00-0026143,QB20,171,QB26,212,QB20,164,QB
Brandon McManus,00-0029822,K10,172,K13,216,K8,185,K
Pittsburgh Steelers,88-8888888,DST14,173,DST16,230,DST10,188,DST
Jahan Dotson,00-0037741,WR61,174,WR59,170,WR58,155,WR
Irv Smith,00-0034970,TE19,175,TE23,207,TE15,152,TE
Romeo Doubs,00-0037816,WR62,176,WR58,160,WR57,151,WR
Isaiah McKenzie,00-0033466,WR63,177,WR63,184,WR62,167,WR
Mike Davis,00-0032063,RB70,178,RB59,201,RB59,195,RB
Robert Tonyan,00-0033757,TE20,179,TE24,210,TE18,166,TE
Isiah Pacheco,00-0037197,RB55,180,RB46,147,RB63,153,RB
Ryan Succop,00-0026968,K11,181,K16,221,K10,207,K
Mark Ingram,00-0027966,RB50,182,RB51,163,RB55,175,RB
Khalil Herbert,00-0036906,RB51,183,RB55,171,RB50,138,RB
Kansas City Chiefs,88-8888888,DST17,184,DST22,253,DST18,235,DST
Ryan Tannehill,00-0029701,QB21,185,QB25,206,QB22,186,QB
Tyler Allgeier,00-0037263,RB52,186,RB52,164,RB46,131,RB
Rondale Moore,00-0036936,WR64,187,WR61,179,WR63,168,WR
Marlon Mack,00-0033951,RB61,188,RB53,167,RB68,203,RB
Mac Jones,00-0036972,QB22,189,QB21,187,QB21,176,QB
Christian Watson,00-0038124,WR70,190,WR67,189,WR65,177,WR
Gerald Everett,00-0033895,TE21,191,TE26,227,TE21,189,TE
Ronald Jones,00-0034816,RB56,192,RB49,161,RB65,242,RB
Darrel Williams,00-0034301,RB63,193,RB62,219,RB58,191,RB
Rachaad White,00-0037256,RB53,194,RB54,169,RB47,132,RB
Chuba Hubbard,00-0036555,RB57,195,RB63,209,RB61,212,RB
Evan Engram,00-0033881,TE22,196,TE28,235,TE24,229,TE
Deshaun Watson,00-0033537,QB23,197,QB22,193,QB26,210,QB
Greg Joseph,00-0034450,K15,198,K11,143,K17,232,K
Baker Mayfield,00-0034855,QB24,199,QB18,174,QB23,194,QB
Randy Bullock,00-0029421,K22,200,,,,,K
Philadelphia Eagles,88-8888888,DST15,201,DST17,239,DST17,231,DST
Cleveland Browns,88-8888888,DST16,202,DST15,225,DST15,221,DST
Isaiah Spiller,00-0038045,RB58,203,RB48,158,RB54,161,RB
Myles Gaskin,00-0035311,RB64,204,,,RB72,234,RB
Robbie Gould,00-0023252,K12,205,K8,181,K15,241,K
Zamir White,00-0038040,RB54,206,RB56,176,RB52,154,RB
Odell Beckham,00-0031235,WR65,207,WR64,185,WR72,206,WR
Joshua Palmer,00-0036988,WR66,208,WR65,186,WR67,190,WR
Chris Boswell,00-0031136,K16,209,K15,165,K19,266,K
Jameson Williams,00-0037240,WR74,210,WR71,215,WR69,197,WR
Matt Breida,00-0033308,RB73,211,,,RB77,255,RB
Hayden Hurst,00-0034830,TE23,212,TE18,190,TE25,230,TE
Las Vegas Raiders,88-8888888,DST23,213,DST11,138,,,DST
Austin Seibert,00-0035145,K24,214,,,,,K
Carson Wentz,00-0032950,QB28,215,QB24,136,QB29,169,QB
Logan Thomas,00-0031260,TE26,216,TE29,234,TE26,211,TE
Robbie Chosen,00-0032688,WR67,217,WR79,231,WR78,239,WR
Austin Hooper,00-0032392,TE24,218,TE27,233,TE23,227,TE
Jalen Tolbert,00-0037666,WR68,219,WR69,192,WR70,199,WR
Kenny Golladay,00-0033932,WR69,220,WR62,182,WR75,220,WR
Alec Pierce,00-0037664,WR75,221,WR76,211,WR68,196,WR
Tyrion Davis-Price,00-0037827,RB66,222,RB64,213,RB60,204,RB
Corey Davis,00-0033871,WR79,223,,,WR82,240,WR
Parris Campbell,00-0035639,WR80,224,WR83,247,WR76,225,WR
AJ Green,00-0027942,WR81,225,WR84,252,WR84,274,WR
Wil Lutz,00-0032569,K13,226,K17,226,K11,217,K
Marvin Jones,00-0029293,WR71,227,WR78,228,WR79,243,WR
Daniel Jones,00-0035710,QB25,228,QB28,250,QB25,208,QB
Nico Collins,00-0036554,WR72,229,WR72,217,WR66,187,WR
Rodrigo Blankenship,00-0035849,K14,230,K14,218,K12,223,K
Graham Gano,00-0026858,K20,231,,,,,K
Jared Goff,00-0033106,QB26,232,QB27,178,QB24,200,QB
CJ Uzomah,00-0032134,TE30,233,,,TE37,288,TE
Jerick McKinnon,00-0031376,RB60,234,RB69,242,RB71,228,RB
Taysom Hill,00-0033357,TE25,235,TE19,194,TE27,259,TE
Dustin Hopkins,00-0030098,K21,236,K21,251,K13,224,K
Sammy Watkins,00-0031325,WR73,237,WR66,188,WR74,219,WR
Van Jefferson,00-0036415,WR76,238,WR81,236,WR85,268,WR
Jake Elliott,00-0033787,K18,239,K20,243,K18,250,K
D'Onta Foreman,00-0033925,RB62,240,RB60,203,RB56,180,RB
Jordan Mason,00-0037525,RB76,241,,,RB91,275,RB
Cincinnati Bengals,88-8888888,DST18,242,DST20,245,DST21,265,DST
Isaiah Likely,00-0037838,TE27,243,TE21,204,TE22,205,TE
Kenyan Drake,00-0033118,RB59,244,RB70,246,RB62,215,RB
Tennessee Titans,88-8888888,DST19,245,DST19,240,DST14,209,DST
Brevin Jordan,00-0036556,TE31,246,,,TE30,249,TE
Minnesota Vikings,88-8888888,DST20,247,DST23,255,DST20,258,DST
Randall Cobb,00-0028002,WR82,248,WR82,244,WR83,272,WR
Wan'Dale Robinson,00-0038117,WR77,249,WR73,198,WR71,201,WR
Eno Benjamin,00-0036383,RB68,250,RB67,223,RB64,233,RB
Kenny Pickett,00-0038102,QB27,251,QB20,183,QB27,214,QB
Dontrell Hilliard,00-0034253,RB69,252,RB68,241,RB66,244,RB
KJ Osborn,00-0036345,WR78,253,WR74,200,WR73,218,WR
KJ Hamler,00-0036412,WR83,254,WR75,202,WR77,236,WR
Cairo Santos,00-0031203,K25,255,,,,,K
Ke'Shawn Vaughn,00-0036450,RB78,256,,,RB74,247,RB
Damien Williams,00-0030874,RB79,257,,,RB76,252,RB
Washington Commanders,88-8888888,DST21,258,DST18,229,DST19,237,DST
Jimmy Garoppolo,00-0031345,QB33,259,,,QB35,246,QB
Arizona Cardinals,88-8888888,DST22,260,,,DST23,271,DST
Cade York,00-0038097,K19,261,K18,220,K16,251,K
Rex Burkhead,00-0030288,RB65,262,,,RB73,245,RB
Kendrick Bourne,00-0033307,WR84,263,,,WR86,260,WR
Marcus Mariota,00-0032268,QB29,264,,,QB31,178,QB
Kyle Rudolph,00-0027981,TE28,265,,,TE28,238,TE
Brett Maher,00-0030332,K26,266,,,,,K
Zach Wilson,00-0037013,QB30,267,,,QB28,216,QB
Sony Michel,00-0034845,RB71,268,RB61,208,RB67,248,RB
Cameron Brate,00-0031273,TE29,269,TE20,137,TE29,267,TE
Ameer Abdullah,00-0032104,RB72,270,,,RB70,213,RB
David Bell,00-0037257,WR86,271,WR85,254,WR80,256,WR
Jason Sanders,00-0034794,K23,272,K19,237,K20,286,K
Jason Myers,00-0031492,K27,273,,,,,K
Joshua Kelley,00-0036370,RB83,274,,,RB82,262,RB
Mitchell Trubisky,00-0033869,QB31,275,,,QB32,183,QB
Gus Edwards,00-0034184,RB74,276,RB65,238,RB69,254,RB
DeAndre Torrey,99-9999999,RB84,277,,,,,RB
Chicago Bears,88-8888888,DST24,278,DST12,142,DST25,285,DST
Mo Alie-Cox,00-0033217,TE32,279,TE22,144,TE33,277,TE
Jake Powell,00-0035185,TE33,280,,,,,TE
Samaje Perine,00-0033526,RB75,282,RB71,248,RB88,273,RB
Davis Mills,00-0036898,QB32,283,,,QB30,171,QB
Collin Hill,99-9999999,QB34,284,,,,,QB
Tyler Conklin,00-0034270,TE34,285,,,,,TE
Hassan Haskins,00-0037617,RB77,286,RB72,258,RB75,269,RB
Carolina Panthers,88-8888888,DST25,287,,,DST24,280,DST
Braxton Berrios,00-0034419,WR89,290,,,WR93,276,WR
Kyle Juszczyk,00-0029892,RB85,291,,,RB98,293,RB
Austin Walter,00-0035187,RB86,292,,,,,RB
Jamison Crowder,00-0031941,WR87,293,,,WR106,294,WR
Donovan Peoples-Jones,00-0036233,WR85,294,WR86,256,WR81,263,WR
Zay Jones,00-0033891,WR90,296,WR80,232,WR95,279,WR
Karan Higdon,00-0035454,RB87,297,,,,,RB
Seattle Seahawks,88-8888888,DST26,298,,,DST22,253,DST
Jordan Johnson,99-9999999,RB88,299,,,,,RB
Zack Moss,00-0036251,RB80,300,,,RB97,289,RB
Stephen Baggett,00-0034494,TE35,301,,,,,TE
Alex Barnes,00-0035512,RB89,302,,,,,RB
Jaylen Warren,00-0037228,RB90,303,,,RB86,270,RB
Detroit Lions,88-8888888,DST27,304,,,,,DST
Zach Olstad,00-0034694,RB91,305,,,,,RB
Temarrick Hemingway,00-0033112,TE36,306,,,,,TE
Jerome Washington,99-9999999,TE37,307,,,,,TE
New York Giants,88-8888888,DST28,308,,,,,DST
Boston Scott,00-0034414,RB81,309,,,RB78,257,RB
Stephon Robinson,99-9999999,WR92,310,,,,,WR
Nick Bawden,00-0034433,RB92,311,,,,,RB
Curtis Samuel,00-0033282,WR88,312,WR87,257,WR101,287,WR
Michael Jacobson,00-0037022,TE38,313,,,,,TE
Jamel Johnson,99-9999999,WR93,314,,,,,WR
Brandon Barnes,00-0033745,TE39,315,,,,,TE
D'Ernest Johnson,00-0035628,RB82,316,,,RB79,261,RB
Drew Anderson,00-0035483,QB35,317,,,,,QB
Zach Conque,00-0033766,QB36,318,,,,,QB
Marquez Callaway,00-0036219,WR91,319,,,WR100,284,WR
Kendrick Rogers,99-9999999,WR95,321,,,,,WR
Taywan Taylor,00-0033911,WR96,322,,,,,WR
New York Jets,88-8888888,DST29,323,,,,,DST
Kyle Lewis,00-0034642,WR97,324,,,,,WR
Jonnu Smith,00-0033858,TE40,326,,,TE38,291,TE
Papi White,00-0035376,WR98,327,,,,,WR
Laviska Shenault,00-0036268,WR99,328,,,WR94,278,WR
Houston Texans,88-8888888,DST30,329,,,,,DST
Krishawn Hogan,00-0033604,WR100,330,,,,,WR
Brogan Roback,00-0034697,QB37,331,,,,,QB
Cole Hunt,00-0034549,TE41,332,,,,,TE
Cedrick Wilson,00-0034418,WR101,333,,,WR107,295,WR
David Watford,99-9999999,WR102,334,WR97,259,,,WR
Chris Evans,00-0036857,RB93,335,,,RB95,282,RB
Zaire Mitchell-Paden,00-0037340,TE42,336,,,,,TE
Brandon Bolden,00-0029239,RB94,337,,,,,RB
Josh Smith,00-0034823,WR103,338,,,,,WR
Sterling Shepard,00-0032385,WR94,339,,,WR98,281,WR
Nelson Agholor,00-0031549,WR104,340,,,WR109,296,WR
Foster Moreau,00-0034981,TE43,341,,,,,TE
Quez Watkins,00-0036271,WR105,342,,,WR99,283,WR
JJ Taylor,00-0036096,RB95,343,,,,,RB
Byron Pringle,00-0034297,WR106,344,,,WR104,292,WR
Jacksonville Jaguars,88-8888888,DST31,345,,,,,DST
Drew Lock,00-0035704,QB38,346,,,QB47,290,QB
Jauan Jennings,00-0036259,WR107,347,,,,,WR
DeeJay Dallas,00-0036425,RB96,348,,,,,RB
Ka'imi Fairbairn,00-0032726,K28,349,,,,,K
Trey Sermon,00-0036984,RB97,350,,,RB99,297,RB
Malik Willis,00-0038128,QB39,351,,,QB38,264,QB
Joey Slye,00-0035192,K29,352,,,,,K
OJ Howard,00-0033879,TE44,353,,,,,TE
